X,Y,Nama Farm,Kapasitas,icon_url
123.7426,-10.1564440222262,Dr Marlene,"8",./0.png
123.747769840909,-10.1613970458918,Tilong Farm,"60",./0.png
123.1929312,-8.3758273,Kame Adonara Farm,"3",./0.png
124.6209984,-9.446131,Rio Hartanto Farm,"100",./0.png
123.6954432,-10.1251136,UPTD Tarus,"197",./0.png
119.8878837,-8.5311703,Tiba Mori Go,"0",./0.png
120.49712,-8.61667,Rembu Tedeng,"0",./0.png
123.745194679155,-10.1531061067867,Peternakan Aroma,"149",./0.png
121.0539532,-8.824071,Mataloko Farm,"12",./0.png
